VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, TANGENT1.x, TANGENT1.y, TANGENT1.z, TANGENT1.w, BLENDWEIGHT.x, BLENDWEIGHT.y, BLENDWEIGHT.z, BLENDWEIGHT.w, BLENDINDICES.x, BLENDINDICES.y, BLENDINDICES.z, BLENDINDICES.w, COLOR0.x, COLOR0.y, COLOR0.z, COLOR0.w, COLOR1.x, COLOR1.y, COLOR1.z, COLOR1.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
67, 45,  0.16602, -0.26807,  0.20117,  0.75562,  0.07429,  0.43988,  0.00,  0.92571,  0.76051,  0.46628,  1.00,  0.92766,  0.75855,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.21919,  0.75568,  2.04013,  0.39081,  1.00,  0.00
68, 46,  0.15576, -0.25439,  0.06152,  0.75562,  0.07429,  0.43988,  0.00,  0.92766,  0.75855,  0.48583,  1.00,  0.92766,  0.75855,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  0.07843,  1.00,  0.00,  1.00,  0.00,  1.21918,  0.90309,  2.04013,  0.49109,  1.00,  0.00
69, 46,  0.15576, -0.25439,  0.06152,  0.75562,  0.07429,  0.43988,  0.00,  0.92766,  0.75855,  0.48583,  1.00,  0.92766,  0.75855,  0.49071,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85098,  0.85098,  0.00784,  0.07843,  1.00,  0.00,  1.00,  0.00,  1.21918,  0.90309,  2.04013,  0.49109,  1.00,  0.00
70, 47,  0.22314, -0.19873,  0.06201,  0.86901,  0.16813,  0.43793,  0.00,  0.83578,  0.86901,  0.52493,  1.00,  0.83578,  0.87097,  0.51222,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.90555,  2.10272,  0.49109,  1.00,  0.00
71, 44,  0.2373, -0.20898,  0.20068,  0.87097,  0.17009,  0.43793,  0.00,  0.83284,  0.87292,  0.5044,  1.00,  0.83284,  0.87292,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.75151,  2.10272,  0.39081,  1.00,  0.00
72, 48,  0.27148, -0.12549,  0.06152,  0.95112,  0.29326,  0.43793,  0.00,  0.70968,  0.95406,  0.51026,  1.00,  0.70968,  0.95406,  0.50831,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.44208,  0.90619,  2.16306,  0.49109,  1.00,  0.00
73, 49,  0.28809, -0.13086,  0.20068,  0.95112,  0.29326,  0.43793,  0.00,  0.70968,  0.95406,  0.51026,  1.00,  0.70968,  0.95406,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.44208,  0.75169,  2.16306,  0.39081,  1.00,  0.00
74, 50,  0.2373, -0.20898,  0.20068,  0.87097,  0.17009,  0.43793,  0.00,  0.83187,  0.8739,  0.49169,  1.00,  0.83089,  0.8739,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.75151,  2.10272,  0.39081,  1.00,  0.00
75, 50,  0.2373, -0.20898,  0.20068,  0.87097,  0.17009,  0.43793,  0.00,  0.83187,  0.8739,  0.49169,  1.00,  0.83089,  0.8739,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.75151,  2.10272,  0.39081,  1.00,  0.00
76, 51,  0.22314, -0.19873,  0.06201,  0.86901,  0.16813,  0.43793,  0.00,  0.83382,  0.87195,  0.49169,  1.00,  0.83284,  0.87292,  0.48778,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.8549,  0.8549,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.33551,  0.90555,  2.10272,  0.49109,  1.00,  0.00
77, 48,  0.27148, -0.12549,  0.06152,  0.95112,  0.29326,  0.43793,  0.00,  0.70968,  0.95406,  0.51026,  1.00,  0.70968,  0.95406,  0.50831,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.85882,  0.85882,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  1.44208,  0.90619,  2.16306,  0.49109,  1.00,  0.00
78, 52,  0.24121, -0.10742,  0.85498,  0.52297,  0.49071,  1.00,  0.00,  0.77322,  0.91887,  0.4956,  0.00,  0.76344,  0.92473,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.24828, -1.08228,  0.38512,  1.00,  0.00
79, 53,  0.19971, -0.17139,  0.85498,  0.51906,  0.48094,  1.00,  0.00,  0.77224,  0.91887,  0.50538,  0.00,  0.76149,  0.92571,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.24828, -1.16721,  0.38351,  1.00,  0.00
80, 54,  0.20654, -0.17822,  0.85449,  0.49071,  0.50342,  1.00,  0.00,  0.77322,  0.91887,  0.50244,  0.00,  0.76344,  0.92473,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.22391, -1.16721,  0.3913,  1.00,  0.00
81, 54,  0.20654, -0.17822,  0.85449,  0.49071,  0.50342,  1.00,  0.00,  0.77322,  0.91887,  0.50244,  0.00,  0.76344,  0.92473,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.22391, -1.16721,  0.3913,  1.00,  0.00
82, 55,  0.25, -0.11182,  0.85449,  0.47507,  0.50929,  1.00,  0.00,  0.77322,  0.91887,  0.50538,  0.00,  0.7654,  0.92375,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.22391, -1.08228,  0.39244,  1.00,  0.00
83, 52,  0.24121, -0.10742,  0.85498,  0.52297,  0.49071,  1.00,  0.00,  0.77322,  0.91887,  0.4956,  0.00,  0.76344,  0.92473,  0.4956,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00,  0.44547,  0.24828, -1.08228,  0.38512,  1.00,  0.00
84, 56,  0.14063, -0.2207,  0.85449,  0.5132,  0.47116,  0.99804,  0.00,  0.88465,  0.82014,  0.50831,  0.00,  0.89541,  0.80547,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.25427,  0.38545,  1.00,  0.00
85, 57,  0.14551, -0.229,  0.854,  0.50049,  0.49267,  1.00,  0.00,  0.88465,  0.82014,  0.50538,  0.00,  0.89736,  0.80352,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  0.01569,  1.00,  0.00,  1.00,  0.00,  0.22125,  0.22391, -1.25433,  0.39444,  1.00,  0.00
86, 58,  0.20654, -0.17822,  0.85449,  0.49071,  0.50342,  1.00,  0.00,  0.88368,  0.82014,  0.50538,  0.00,  0.89541,  0.80547,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.22391, -1.16721,  0.3913,  1.00,  0.00
87, 58,  0.20654, -0.17822,  0.85449,  0.49071,  0.50342,  1.00,  0.00,  0.88368,  0.82014,  0.50538,  0.00,  0.89541,  0.80547,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.22391, -1.16721,  0.3913,  1.00,  0.00
88, 59,  0.19971, -0.17139,  0.85498,  0.51906,  0.48094,  1.00,  0.00,  0.88368,  0.82111,  0.49756,  0.00,  0.89345,  0.80841,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.33403,  0.24828, -1.16721,  0.38351,  1.00,  0.00
89, 56,  0.14063, -0.2207,  0.85449,  0.5132,  0.47116,  0.99804,  0.00,  0.88465,  0.82014,  0.50831,  0.00,  0.89541,  0.80547,  0.50733,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.25427,  0.38545,  1.00,  0.00
90, 60,  0.07031, -0.25,  0.854,  0.50342,  0.4653,  0.99804,  0.00,  0.96188,  0.69208,  0.51026,  0.00,  0.91789,  0.77419,  0.51613,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
91, 61,  0.07178, -0.25977,  0.85352,  0.50049,  0.48094,  1.00,  0.00,  0.96188,  0.69208,  0.50733,  0.00,  0.91887,  0.77322,  0.51026,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.22391, -1.34186,  0.37907,  1.00,  0.00
92, 62,  0.14551, -0.229,  0.854,  0.50049,  0.49267,  1.00,  0.00,  0.96188,  0.69208,  0.50342,  0.00,  0.91789,  0.77517,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  0.01569,  1.00,  0.00,  1.00,  0.00,  0.22125,  0.22391, -1.26286,  0.39256,  1.00,  0.00
93, 62,  0.14551, -0.229,  0.854,  0.50049,  0.49267,  1.00,  0.00,  0.96188,  0.69208,  0.50342,  0.00,  0.91789,  0.77517,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  0.01569,  1.00,  0.00,  1.00,  0.00,  0.22125,  0.22391, -1.26286,  0.39256,  1.00,  0.00
94, 63,  0.14063, -0.2207,  0.85449,  0.5132,  0.47116,  0.99804,  0.00,  0.96188,  0.69306,  0.49853,  0.00,  0.91593,  0.77713,  0.50538,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.22128,  0.24828, -1.26286,  0.3839,  1.00,  0.00
95, 60,  0.07031, -0.25,  0.854,  0.50342,  0.4653,  0.99804,  0.00,  0.96188,  0.69208,  0.51026,  0.00,  0.91789,  0.77419,  0.51613,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
96, 64, -0.00586, -0.25732,  0.85303,  0.49267,  0.4653,  0.99804,  0.00,  0.99804,  0.54643,  0.51124,  0.00,  0.99902,  0.52493,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
97, 65, -0.00732, -0.26709,  0.85254,  0.49267,  0.47116,  1.00,  0.00,  0.99804,  0.54545,  0.51026,  0.00,  0.99902,  0.52102,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.22391, -1.44023,  0.3831,  1.00,  0.00
98, 66,  0.07178, -0.25977,  0.85352,  0.50049,  0.48094,  1.00,  0.00,  0.99804,  0.54741,  0.50147,  0.00,  0.99902,  0.5259,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.22391, -1.34186,  0.37907,  1.00,  0.00
99, 66,  0.07178, -0.25977,  0.85352,  0.50049,  0.48094,  1.00,  0.00,  0.99804,  0.54741,  0.50147,  0.00,  0.99902,  0.5259,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.22391, -1.34186,  0.37907,  1.00,  0.00
100, 67,  0.07031, -0.25,  0.854,  0.50342,  0.4653,  0.99804,  0.00,  0.99804,  0.54839,  0.49951,  0.00,  0.99902,  0.52981,  0.49853,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.11142,  0.24828, -1.34186,  0.37071,  1.00,  0.00
101, 64, -0.00586, -0.25732,  0.85303,  0.49267,  0.4653,  0.99804,  0.00,  0.99804,  0.54643,  0.51124,  0.00,  0.99902,  0.52493,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
102, 68, -0.08105, -0.24219,  0.85254,  0.48289,  0.46725,  0.99804,  0.00,  0.98925,  0.3998,  0.51026,  0.00,  0.98827,  0.39296,  0.51026,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
103, 69, -0.08496, -0.25098,  0.85156,  0.48289,  0.47116,  0.99804,  0.00,  0.98925,  0.39785,  0.51124,  0.00,  0.98631,  0.38514,  0.51026,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.22391, -1.51457,  0.38597,  1.00,  0.00
104, 70, -0.00732, -0.26709,  0.85254,  0.49267,  0.47116,  1.00,  0.00,  0.99022,  0.3998,  0.50147,  0.00,  0.98827,  0.39296,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.22391, -1.44023,  0.3831,  1.00,  0.00
105, 70, -0.00732, -0.26709,  0.85254,  0.49267,  0.47116,  1.00,  0.00,  0.99022,  0.3998,  0.50147,  0.00,  0.98827,  0.39296,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.22391, -1.44023,  0.3831,  1.00,  0.00
106, 71, -0.00586, -0.25732,  0.85303,  0.49267,  0.4653,  0.99804,  0.00,  0.99022,  0.40176,  0.50049,  0.00,  0.99022,  0.40176,  0.50049,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00,  0.0005,  0.24828, -1.44023,  0.37309,  1.00,  0.00
107, 68, -0.08105, -0.24219,  0.85254,  0.48289,  0.46725,  0.99804,  0.00,  0.98925,  0.3998,  0.51026,  0.00,  0.98827,  0.39296,  0.51026,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
108, 72, -0.14795, -0.20508,  0.85156,  0.47312,  0.47312,  0.99804,  0.00,  0.93744,  0.25806,  0.51026,  0.00,  0.92473,  0.23656,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.24828, -1.5874,  0.37947,  1.00,  0.00
109, 73, -0.1543, -0.21289,  0.85059,  0.47507,  0.47507,  0.99804,  0.00,  0.93842,  0.25904,  0.51026,  0.00,  0.92766,  0.24145,  0.50831,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.22391, -1.5874,  0.38901,  1.00,  0.00
110, 74, -0.08496, -0.25098,  0.85156,  0.48289,  0.47116,  0.99804,  0.00,  0.93744,  0.25904,  0.50147,  0.00,  0.92473,  0.23656,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.22391, -1.51457,  0.38597,  1.00,  0.00
111, 74, -0.08496, -0.25098,  0.85156,  0.48289,  0.47116,  0.99804,  0.00,  0.93744,  0.25904,  0.50147,  0.00,  0.92473,  0.23656,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.22391, -1.51457,  0.38597,  1.00,  0.00
112, 75, -0.08105, -0.24219,  0.85254,  0.48289,  0.46725,  0.99804,  0.00,  0.93744,  0.25806,  0.49951,  0.00,  0.9218,  0.23167,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.10895,  0.24828, -1.51457,  0.37311,  1.00,  0.00
113, 72, -0.14795, -0.20508,  0.85156,  0.47312,  0.47312,  0.99804,  0.00,  0.93744,  0.25806,  0.51026,  0.00,  0.92473,  0.23656,  0.50929,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.21974,  0.24828, -1.5874,  0.37947,  1.00,  0.00
114, 76, -0.23926,  0.06934,  0.84863,  0.46921,  0.50929,  0.99804,  0.00,  0.43597,  0.00391,  0.50538,  0.00,  0.43988,  0.00391,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.24828, -1.87932,  0.38298,  1.00,  0.00
115, 77, -0.24902,  0.07227,  0.84814,  0.49853,  0.50049,  1.00,  0.00,  0.43597,  0.00391,  0.49951,  0.00,  0.44477,  0.00293,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.22391, -1.87932,  0.39005,  1.00,  0.00
116, 78, -0.25928, -0.00684,  0.84814,  0.48485,  0.50147,  1.00,  0.00,  0.43597,  0.00391,  0.49951,  0.00,  0.43988,  0.00391,  0.50049,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.22391, -1.80482,  0.39102,  1.00,  0.00
117, 78, -0.25928, -0.00684,  0.84814,  0.48485,  0.50147,  1.00,  0.00,  0.43597,  0.00391,  0.49951,  0.00,  0.43988,  0.00391,  0.50049,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.22391, -1.80482,  0.39102,  1.00,  0.00
118, 79, -0.24902, -0.00684,  0.84912,  0.4653,  0.50147,  0.99804,  0.00,  0.43695,  0.00391,  0.49756,  0.00,  0.435,  0.00391,  0.49756,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.5549,  0.24828, -1.80482,  0.3828,  1.00,  0.00
119, 76, -0.23926,  0.06934,  0.84863,  0.46921,  0.50929,  0.99804,  0.00,  0.43597,  0.00391,  0.50538,  0.00,  0.43988,  0.00391,  0.50635,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00392,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.24828, -1.87932,  0.38298,  1.00,  0.00
120, 80, -0.20752,  0.13867,  0.84863,  0.47507,  0.51515,  1.00,  0.00,  0.2913,  0.04594,  0.50342,  0.00,  0.29912,  0.04203,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
121, 81, -0.21582,  0.14453,  0.84814,  0.50929,  0.49267,  1.00,  0.00,  0.2913,  0.04594,  0.49658,  0.00,  0.29619,  0.04301,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.22391, -1.95305,  0.38939,  1.00,  0.00
122, 82, -0.24902,  0.07227,  0.84814,  0.49853,  0.50049,  1.00,  0.00,  0.2913,  0.04594,  0.49951,  0.00,  0.29912,  0.04203,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.22391, -1.87932,  0.39005,  1.00,  0.00
123, 82, -0.24902,  0.07227,  0.84814,  0.49853,  0.50049,  1.00,  0.00,  0.2913,  0.04594,  0.49951,  0.00,  0.29912,  0.04203,  0.49951,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.22391, -1.87932,  0.39005,  1.00,  0.00
124, 83, -0.23926,  0.06934,  0.84863,  0.46921,  0.50929,  0.99804,  0.00,  0.29228,  0.04497,  0.4956,  0.00,  0.30303,  0.04008,  0.49658,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.66545,  0.24828, -1.87932,  0.38298,  1.00,  0.00
125, 80, -0.20752,  0.13867,  0.84863,  0.47507,  0.51515,  1.00,  0.00,  0.2913,  0.04594,  0.50342,  0.00,  0.29912,  0.04203,  0.5044,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
126, 84, -0.20752,  0.13867,  0.84863,  0.47507,  0.51515,  1.00,  0.00,  0.16813,  0.1261,  0.49462,  0.00,  0.16325,  0.13001,  0.49462,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
127, 85, -0.15674,  0.19629,  0.84863,  0.48094,  0.51906,  1.00,  0.00,  0.16911,  0.12512,  0.50147,  0.00,  0.16911,  0.12512,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.24828, -2.02782,  0.38182,  1.00,  0.00
128, 86, -0.16309,  0.20361,  0.84814,  0.51515,  0.47703,  1.00,  0.00,  0.16813,  0.1261,  0.49267,  0.00,  0.16325,  0.13099,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.22391, -2.02782,  0.39093,  1.00,  0.00
129, 86, -0.16309,  0.20361,  0.84814,  0.51515,  0.47703,  1.00,  0.00,  0.16813,  0.1261,  0.49267,  0.00,  0.16325,  0.13099,  0.49365,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.22391, -2.02782,  0.39093,  1.00,  0.00
130, 87, -0.21582,  0.14453,  0.84814,  0.50929,  0.49267,  1.00,  0.00,  0.16716,  0.12708,  0.50049,  0.00,  0.15738,  0.13587,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.22391, -1.95305,  0.38939,  1.00,  0.00
131, 84, -0.20752,  0.13867,  0.84863,  0.47507,  0.51515,  1.00,  0.00,  0.16813,  0.1261,  0.49462,  0.00,  0.16325,  0.13001,  0.49462,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00,  1.00,  1.00,  0.00,  1.00,  0.00, -0.77951,  0.24828, -1.95305,  0.38171,  1.00,  0.00
132, 88, -0.09131,  0.23584,  0.84912,  0.4868,  0.52102,  1.00,  0.00,  0.07234,  0.24145,  0.49951,  0.00,  0.06647,  0.25122,  0.49853,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.99989,  0.24828, -2.10451,  0.38371,  1.00,  0.00
133, 89, -0.09521,  0.24463,  0.84863,  0.51124,  0.45943,  0.99804,  0.00,  0.07136,  0.24242,  0.48876,  0.00,  0.06647,  0.25024,  0.48974,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.99989,  0.22391, -2.10451,  0.39233,  1.00,  0.00
134, 90, -0.16309,  0.20361,  0.84814,  0.51515,  0.47703,  1.00,  0.00,  0.07234,  0.24145,  0.50147,  0.00,  0.06647,  0.25122,  0.50147,  1.00,  1.00,  0.00,  0.00,  0.00, 2, 0, 0, 0,  0.97255,  0.97255,  0.00784,  1.00,  1.00,  0.00,  1.00,  0.00, -0.88937,  0.22391, -2.02782,  0.39093,  1.00,  0.00
